condition,case,variant,episode,seed,assignment_mode,defender_id,target_index,target_id,idbo_best_cost,idbo_repaired_cost,idbo_runtime_ms,idbo_final_disagreement,repair_moves,training_seed
formal_ablation_full_case1,case1,full,4,98404,fixed,5,5,25,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,4,98404,fixed,13,5,25,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,4,98404,fixed,6,6,26,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,4,98404,fixed,14,6,26,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,4,98404,fixed,7,7,27,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,4,98404,fixed,15,7,27,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,5,98405,fixed,0,0,20,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,5,98405,fixed,8,0,20,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,5,98405,fixed,16,0,20,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,5,98405,fixed,1,1,21,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,5,98405,fixed,9,1,21,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,5,98405,fixed,17,1,21,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,5,98405,fixed,2,2,22,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,5,98405,fixed,10,2,22,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,5,98405,fixed,18,2,22,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,5,98405,fixed,3,3,23,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,5,98405,fixed,11,3,23,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,5,98405,fixed,19,3,23,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,5,98405,fixed,4,4,24,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,5,98405,fixed,12,4,24,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,5,98405,fixed,5,5,25,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,5,98405,fixed,13,5,25,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,5,98405,fixed,6,6,26,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,5,98405,fixed,14,6,26,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,5,98405,fixed,7,7,27,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,5,98405,fixed,15,7,27,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,6,98406,fixed,0,0,20,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,6,98406,fixed,8,0,20,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,6,98406,fixed,16,0,20,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,6,98406,fixed,1,1,21,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,6,98406,fixed,9,1,21,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,6,98406,fixed,17,1,21,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,6,98406,fixed,2,2,22,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,6,98406,fixed,10,2,22,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,6,98406,fixed,18,2,22,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,6,98406,fixed,3,3,23,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,6,98406,fixed,11,3,23,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,6,98406,fixed,19,3,23,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,6,98406,fixed,4,4,24,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,6,98406,fixed,12,4,24,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,6,98406,fixed,5,5,25,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,6,98406,fixed,13,5,25,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,6,98406,fixed,6,6,26,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,6,98406,fixed,14,6,26,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,6,98406,fixed,7,7,27,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,6,98406,fixed,15,7,27,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,7,98407,fixed,0,0,20,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,7,98407,fixed,8,0,20,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,7,98407,fixed,16,0,20,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,7,98407,fixed,1,1,21,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,7,98407,fixed,9,1,21,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,7,98407,fixed,17,1,21,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,7,98407,fixed,2,2,22,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,7,98407,fixed,10,2,22,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,7,98407,fixed,18,2,22,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,7,98407,fixed,3,3,23,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,7,98407,fixed,11,3,23,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,7,98407,fixed,19,3,23,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,7,98407,fixed,4,4,24,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,7,98407,fixed,12,4,24,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,7,98407,fixed,5,5,25,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,7,98407,fixed,13,5,25,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,7,98407,fixed,6,6,26,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,7,98407,fixed,14,6,26,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,7,98407,fixed,7,7,27,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,7,98407,fixed,15,7,27,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,8,98408,fixed,0,0,20,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,8,98408,fixed,8,0,20,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,8,98408,fixed,16,0,20,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,8,98408,fixed,1,1,21,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,8,98408,fixed,9,1,21,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,8,98408,fixed,17,1,21,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,8,98408,fixed,2,2,22,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,8,98408,fixed,10,2,22,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,8,98408,fixed,18,2,22,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,8,98408,fixed,3,3,23,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,8,98408,fixed,11,3,23,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,8,98408,fixed,19,3,23,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,8,98408,fixed,4,4,24,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,8,98408,fixed,12,4,24,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,8,98408,fixed,5,5,25,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,8,98408,fixed,13,5,25,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,8,98408,fixed,6,6,26,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,8,98408,fixed,14,6,26,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,8,98408,fixed,7,7,27,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,8,98408,fixed,15,7,27,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,9,98409,fixed,0,0,20,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,9,98409,fixed,8,0,20,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,9,98409,fixed,16,0,20,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,9,98409,fixed,1,1,21,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,9,98409,fixed,9,1,21,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,9,98409,fixed,17,1,21,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,9,98409,fixed,2,2,22,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,9,98409,fixed,10,2,22,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,9,98409,fixed,18,2,22,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,9,98409,fixed,3,3,23,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,9,98409,fixed,11,3,23,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,9,98409,fixed,19,3,23,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,9,98409,fixed,4,4,24,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,9,98409,fixed,12,4,24,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,9,98409,fixed,5,5,25,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,9,98409,fixed,13,5,25,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,9,98409,fixed,6,6,26,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,9,98409,fixed,14,6,26,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,9,98409,fixed,7,7,27,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,9,98409,fixed,15,7,27,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,10,98410,fixed,0,0,20,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,10,98410,fixed,8,0,20,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,10,98410,fixed,16,0,20,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,10,98410,fixed,1,1,21,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,10,98410,fixed,9,1,21,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,10,98410,fixed,17,1,21,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,10,98410,fixed,2,2,22,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,10,98410,fixed,10,2,22,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,10,98410,fixed,18,2,22,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,10,98410,fixed,3,3,23,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,10,98410,fixed,11,3,23,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,10,98410,fixed,19,3,23,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,10,98410,fixed,4,4,24,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,10,98410,fixed,12,4,24,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,10,98410,fixed,5,5,25,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,10,98410,fixed,13,5,25,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,10,98410,fixed,6,6,26,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,10,98410,fixed,14,6,26,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,10,98410,fixed,7,7,27,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,10,98410,fixed,15,7,27,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,11,98411,fixed,0,0,20,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,11,98411,fixed,8,0,20,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,11,98411,fixed,16,0,20,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,11,98411,fixed,1,1,21,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,11,98411,fixed,9,1,21,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,11,98411,fixed,17,1,21,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,11,98411,fixed,2,2,22,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,11,98411,fixed,10,2,22,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,11,98411,fixed,18,2,22,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,11,98411,fixed,3,3,23,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,11,98411,fixed,11,3,23,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,11,98411,fixed,19,3,23,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,11,98411,fixed,4,4,24,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,11,98411,fixed,12,4,24,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,11,98411,fixed,5,5,25,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,11,98411,fixed,13,5,25,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,11,98411,fixed,6,6,26,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,11,98411,fixed,14,6,26,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,11,98411,fixed,7,7,27,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,11,98411,fixed,15,7,27,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,12,98412,fixed,0,0,20,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,12,98412,fixed,8,0,20,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,12,98412,fixed,16,0,20,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,12,98412,fixed,1,1,21,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,12,98412,fixed,9,1,21,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,12,98412,fixed,17,1,21,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,12,98412,fixed,2,2,22,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,12,98412,fixed,10,2,22,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,12,98412,fixed,18,2,22,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,12,98412,fixed,3,3,23,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,12,98412,fixed,11,3,23,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,12,98412,fixed,19,3,23,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,12,98412,fixed,4,4,24,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,12,98412,fixed,12,4,24,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,12,98412,fixed,5,5,25,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,12,98412,fixed,13,5,25,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,12,98412,fixed,6,6,26,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,12,98412,fixed,14,6,26,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,12,98412,fixed,7,7,27,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,12,98412,fixed,15,7,27,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,13,98413,fixed,0,0,20,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,13,98413,fixed,8,0,20,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,13,98413,fixed,16,0,20,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,13,98413,fixed,1,1,21,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,13,98413,fixed,9,1,21,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,13,98413,fixed,17,1,21,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,13,98413,fixed,2,2,22,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,13,98413,fixed,10,2,22,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,13,98413,fixed,18,2,22,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,13,98413,fixed,3,3,23,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,13,98413,fixed,11,3,23,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,13,98413,fixed,19,3,23,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,13,98413,fixed,4,4,24,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,13,98413,fixed,12,4,24,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,13,98413,fixed,5,5,25,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,13,98413,fixed,13,5,25,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,13,98413,fixed,6,6,26,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,13,98413,fixed,14,6,26,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,13,98413,fixed,7,7,27,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,13,98413,fixed,15,7,27,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,14,98414,fixed,0,0,20,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,14,98414,fixed,8,0,20,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,14,98414,fixed,16,0,20,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,14,98414,fixed,1,1,21,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,14,98414,fixed,9,1,21,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,14,98414,fixed,17,1,21,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,14,98414,fixed,2,2,22,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,14,98414,fixed,10,2,22,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,14,98414,fixed,18,2,22,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,14,98414,fixed,3,3,23,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,14,98414,fixed,11,3,23,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,14,98414,fixed,19,3,23,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,14,98414,fixed,4,4,24,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,14,98414,fixed,12,4,24,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,14,98414,fixed,5,5,25,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,14,98414,fixed,13,5,25,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,14,98414,fixed,6,6,26,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,14,98414,fixed,14,6,26,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,14,98414,fixed,7,7,27,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,14,98414,fixed,15,7,27,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,15,98415,fixed,0,0,20,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,15,98415,fixed,8,0,20,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,15,98415,fixed,16,0,20,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,15,98415,fixed,1,1,21,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,15,98415,fixed,9,1,21,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,15,98415,fixed,17,1,21,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,15,98415,fixed,2,2,22,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,15,98415,fixed,10,2,22,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,15,98415,fixed,18,2,22,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,15,98415,fixed,3,3,23,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,15,98415,fixed,11,3,23,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,15,98415,fixed,19,3,23,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,15,98415,fixed,4,4,24,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,15,98415,fixed,12,4,24,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,15,98415,fixed,5,5,25,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,15,98415,fixed,13,5,25,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,15,98415,fixed,6,6,26,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,15,98415,fixed,14,6,26,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,15,98415,fixed,7,7,27,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,15,98415,fixed,15,7,27,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,16,98416,fixed,0,0,20,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,16,98416,fixed,8,0,20,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,16,98416,fixed,16,0,20,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,16,98416,fixed,1,1,21,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,16,98416,fixed,9,1,21,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,16,98416,fixed,17,1,21,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,16,98416,fixed,2,2,22,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,16,98416,fixed,10,2,22,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,16,98416,fixed,18,2,22,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,16,98416,fixed,3,3,23,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,16,98416,fixed,11,3,23,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,16,98416,fixed,19,3,23,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,16,98416,fixed,4,4,24,,,0.0,,0,8303
formal_ablation_full_case1,case1,full,16,98416,fixed,12,4,24,,,0.0,,0,8303
